FID,the_geom,CATEGORY,NAME
power_towers.378,POINT (25.1864239 31.4435511),Government and Public Services,Power Tower
power_towers.379,POINT (25.1865149 31.5161369),Government and Public Services,Power Tower
power_towers.380,POINT (25.1866285 31.5167863),Government and Public Services,Power Tower
power_towers.381,POINT (25.1866483 31.5168306),Government and Public Services,Power Tower
power_towers.382,POINT (25.186983 31.5166151),Government and Public Services,Power Tower
power_towers.383,POINT (25.1870053 31.5166553),Government and Public Services,Power Tower
power_towers.384,POINT (25.1874019 31.5164693),Government and Public Services,Power Tower
power_towers.385,POINT (25.1874118 31.5164165),Government and Public Services,Power Tower
power_towers.386,POINT (25.1874328 31.5163416),Government and Public Services,Power Tower
power_towers.387,POINT (25.1880216 31.5166468),Government and Public Services,Power Tower
power_towers.388,POINT (25.1880525 31.5165892),Government and Public Services,Power Tower
power_towers.389,POINT (25.1881486 31.4461261),Government and Public Services,Power Tower
power_towers.390,POINT (25.1881958 31.5165364),Government and Public Services,Power Tower
power_towers.391,POINT (25.188728 31.5168222),Government and Public Services,Power Tower
power_towers.392,POINT (25.1887381 31.5167543),Government and Public Services,Power Tower
power_towers.393,POINT (25.189168 31.5167609),Government and Public Services,Power Tower
power_towers.394,POINT (25.1893551 31.516987),Government and Public Services,Power Tower
power_towers.395,POINT (25.1893771 31.5169161),Government and Public Services,Power Tower
power_towers.396,POINT (25.1898733 31.4487785),Government and Public Services,Power Tower
power_towers.397,POINT (25.1900514 31.5173204),Government and Public Services,Power Tower
power_towers.398,POINT (25.1900619 31.5173772),Government and Public Services,Power Tower
power_towers.399,POINT (25.1901207 31.5170052),Government and Public Services,Power Tower
power_towers.400,POINT (25.1907405 31.5175304),Government and Public Services,Power Tower
power_towers.401,POINT (25.1907573 31.5174657),Government and Public Services,Power Tower
power_towers.402,POINT (25.1909225 31.5168468),Government and Public Services,Power Tower
power_towers.403,POINT (25.1913919 31.5172003),Government and Public Services,Power Tower
power_towers.404,POINT (25.1914129 31.5172531),Government and Public Services,Power Tower
power_towers.405,POINT (25.1915375 31.4513662),Government and Public Services,Power Tower
power_towers.406,POINT (25.1917474 31.5166883),Government and Public Services,Power Tower
power_towers.407,POINT (25.1921672 31.5168825),Government and Public Services,Power Tower
power_towers.408,POINT (25.1921844 31.5169388),Government and Public Services,Power Tower
power_towers.409,POINT (25.1926382 31.5165166),Government and Public Services,Power Tower
power_towers.410,POINT (25.1926868 31.516656),Government and Public Services,Power Tower
power_towers.411,POINT (25.1927111 31.5167248),Government and Public Services,Power Tower
power_towers.412,POINT (25.1930953 31.5164307),Government and Public Services,Power Tower
power_towers.413,POINT (25.1932622 31.4539346),Government and Public Services,Power Tower
power_towers.414,POINT (25.1933412 31.516558),Government and Public Services,Power Tower
power_towers.415,POINT (25.1933649 31.5166271),Government and Public Services,Power Tower
power_towers.416,POINT (25.1939899 31.5162657),Government and Public Services,Power Tower
power_towers.417,POINT (25.1941364 31.5164734),Government and Public Services,Power Tower
power_towers.418,POINT (25.1941519 31.5165294),Government and Public Services,Power Tower
power_towers.419,POINT (25.1947994 31.5161138),Government and Public Services,Power Tower
power_towers.420,POINT (25.194884 31.5163466),Government and Public Services,Power Tower
power_towers.421,POINT (25.1949017 31.5164052),Government and Public Services,Power Tower
power_towers.422,POINT (25.1949642 31.4565351),Government and Public Services,Power Tower
power_towers.423,POINT (25.195605 31.5159751),Government and Public Services,Power Tower
power_towers.424,POINT (25.1956712 31.5162621),Government and Public Services,Power Tower
power_towers.425,POINT (25.1956934 31.5163165),Government and Public Services,Power Tower
power_towers.426,POINT (25.1962363 31.5155095),Government and Public Services,Power Tower
power_towers.427,POINT (25.1963276 31.5157769),Government and Public Services,Power Tower
power_towers.428,POINT (25.1963614 31.5158257),Government and Public Services,Power Tower
power_towers.429,POINT (25.1966587 31.4591485),Government and Public Services,Power Tower
power_towers.430,POINT (25.1968392 31.515378),Government and Public Services,Power Tower
power_towers.431,POINT (25.1968482 31.5150539),Government and Public Services,Power Tower
power_towers.432,POINT (25.1969011 31.5154314),Government and Public Services,Power Tower
power_towers.433,POINT (25.1973964 31.5149959),Government and Public Services,Power Tower
power_towers.434,POINT (25.197406 31.5146478),Government and Public Services,Power Tower
power_towers.435,POINT (25.1974524 31.5150443),Government and Public Services,Power Tower
power_towers.436,POINT (25.1979219 31.514575),Government and Public Services,Power Tower
power_towers.437,POINT (25.1979798 31.5146335),Government and Public Services,Power Tower
power_towers.438,POINT (25.198045 31.5141756),Government and Public Services,Power Tower
power_towers.439,POINT (25.1983759 31.4617682),Government and Public Services,Power Tower
power_towers.440,POINT (25.1984534 31.5141828),Government and Public Services,Power Tower
power_towers.441,POINT (25.1984944 31.5142471),Government and Public Services,Power Tower
power_towers.442,POINT (25.1985795 31.5137761),Government and Public Services,Power Tower
power_towers.443,POINT (25.1991117 31.5137044),Government and Public Services,Power Tower
power_towers.444,POINT (25.1991606 31.5137611),Government and Public Services,Power Tower
power_towers.445,POINT (25.199296 31.5132412),Government and Public Services,Power Tower
power_towers.446,POINT (25.1997027 31.5132547),Government and Public Services,Power Tower
power_towers.447,POINT (25.1997493 31.513312),Government and Public Services,Power Tower
power_towers.448,POINT (25.1999699 31.5127591),Government and Public Services,Power Tower
power_towers.449,POINT (25.2000854 31.4643556),Government and Public Services,Power Tower
power_towers.450,POINT (25.20025 31.5128811),Government and Public Services,Power Tower
power_towers.451,POINT (25.2002946 31.5129158),Government and Public Services,Power Tower
power_towers.452,POINT (25.2006206 31.5122837),Government and Public Services,Power Tower
power_towers.453,POINT (25.200827 31.5124263),Government and Public Services,Power Tower
power_towers.454,POINT (25.200874 31.5124905),Government and Public Services,Power Tower
power_towers.455,POINT (25.2012442 31.5118214),Government and Public Services,Power Tower
power_towers.456,POINT (25.2013961 31.5120054),Government and Public Services,Power Tower
power_towers.457,POINT (25.2014441 31.5120758),Government and Public Services,Power Tower
power_towers.458,POINT (25.2017404 31.5114655),Government and Public Services,Power Tower
power_towers.459,POINT (25.2017646 31.4669633),Government and Public Services,Power Tower
power_towers.460,POINT (25.2019117 31.5116301),Government and Public Services,Power Tower
power_towers.461,POINT (25.201974 31.5116901),Government and Public Services,Power Tower
power_towers.462,POINT (25.202369 31.5110039),Government and Public Services,Power Tower
power_towers.463,POINT (25.2024848 31.5112074),Government and Public Services,Power Tower
power_towers.464,POINT (25.2025317 31.5112833),Government and Public Services,Power Tower
power_towers.465,POINT (25.2029627 31.5108608),Government and Public Services,Power Tower
power_towers.466,POINT (25.2030181 31.5109188),Government and Public Services,Power Tower
power_towers.467,POINT (25.2031087 31.5104748),Government and Public Services,Power Tower
power_towers.468,POINT (25.2034386 31.5105143),Government and Public Services,Power Tower
power_towers.469,POINT (25.2034441 31.4695851),Government and Public Services,Power Tower
power_towers.470,POINT (25.2034798 31.5105807),Government and Public Services,Power Tower
power_towers.471,POINT (25.2037551 31.5100048),Government and Public Services,Power Tower
power_towers.472,POINT (25.2040375 31.5100612),Government and Public Services,Power Tower
power_towers.473,POINT (25.2040809 31.5101316),Government and Public Services,Power Tower
power_towers.474,POINT (25.2043837 31.5095483),Government and Public Services,Power Tower
power_towers.475,POINT (25.2047534 31.5095388),Government and Public Services,Power Tower
power_towers.476,POINT (25.2047967 31.5096086),Government and Public Services,Power Tower
power_towers.477,POINT (25.2050342 31.509075),Government and Public Services,Power Tower
power_towers.478,POINT (25.205152 31.4721398),Government and Public Services,Power Tower
power_towers.479,POINT (25.2054216 31.5090451),Government and Public Services,Power Tower
power_towers.480,POINT (25.2054845 31.509104),Government and Public Services,Power Tower
power_towers.481,POINT (25.2056628 31.5086083),Government and Public Services,Power Tower
power_towers.482,POINT (25.2061613 31.5085024),Government and Public Services,Power Tower
power_towers.483,POINT (25.2062095 31.5085863),Government and Public Services,Power Tower
power_towers.484,POINT (25.2063112 31.5081468),Government and Public Services,Power Tower
power_towers.485,POINT (25.2068851 31.507953),Government and Public Services,Power Tower
power_towers.486,POINT (25.2069315 31.5080474),Government and Public Services,Power Tower
power_towers.487,POINT (25.2069993 31.5076345),Government and Public Services,Power Tower
power_towers.488,POINT (25.207315 31.473541),Government and Public Services,Power Tower
power_towers.489,POINT (25.2075395 31.5074492),Government and Public Services,Power Tower
power_towers.490,POINT (25.2076069 31.5075481),Government and Public Services,Power Tower
power_towers.491,POINT (25.2077192 31.5071104),Government and Public Services,Power Tower
power_towers.492,POINT (25.2081979 31.5069825),Government and Public Services,Power Tower
power_towers.493,POINT (25.2082452 31.5071017),Government and Public Services,Power Tower
power_towers.494,POINT (25.2084509 31.5065813),Government and Public Services,Power Tower
power_towers.495,POINT (25.2090188 31.5063739),Government and Public Services,Power Tower
power_towers.496,POINT (25.2090317 31.5061532),Government and Public Services,Power Tower
power_towers.497,POINT (25.2090979 31.5064666),Government and Public Services,Power Tower
